"2242","胃腸関連(指定医薬部外品)","イチヨウカンレン(シテイイヤ"
"224201","健胃・消化(指定医薬部外品)","ケンイ,シヨウカ(シテイイヤ"
"224203","整腸(指定医薬部外品)","セイチヨウ(シテイイヤクブ"
"224205","便秘(指定医薬部外品)","ベンピ(シテイイヤクブ"
"2243","目・鼻・口・のど関連(指定医薬部外品)","メ,ハナ,クチ,ノドカンレ"
"224301","コンタクトレンズ装着(指定医薬部外品)","コンタクトレンズソウチヤク"
"224303","いびき防止(指定医薬部外品)","イビキボウシ(シテイイヤ"
"224305","口・のど(指定医薬部外品)","クチ,ノド(シテイイヤクフ"
"2244","皮ふ関連(指定医薬部外品)","ヒフカンレン(シテイイヤクフ"
"224401","殺菌消毒(指定医薬部外品)","サツキンシヨウドク(シテイ"
"224403","あせも・ただれ(指定医薬部外品)","アセモ,タダレ(シテイイヤ"
"224405","ひび・しもやけ・あかぎれ(指定医薬部外品","ヒビ,シモヤケ,アカギレ"
"224407","かさつき・あれ(指定医薬部外品)","カサツキ,アレ(シテイイヤク"
"224409","うおのめ・たこ(指定医薬部外品)","ウオノメ,タコ(シテイイヤク"
"2245","滋養強壮関連(指定医薬部外品)","ジヨウキヨウソウカンレン("
"224501","ドリンク剤(指定医薬部外品)","ドリンクザイ(シテイイヤ"
"224503","ミニドリンク剤(指定医薬部外品)","ミニドリンクザイ(シテイ"
"224505","ビタミンE(指定医薬部外品)","ビタミンE(シテイイヤクフ"
"224507","ビタミンC(指定医薬部外品)","ビタミンC(シテイイヤクフ"
"224509","ビタミンEC(指定医薬部外品)","ビタミンEC(シテイイヤク"
