"111205","乾麺"
"111207","生麺・ゆて麺"
"111209","スハケッティ"
"111211","マカロニ"
"111297","その他麺類"
"1113","ハン・シリアル類"
"111301","食ハン"
"111303","菓子ハン"
"111305","調理ハン"
"111307","シリアル類"
"111397","その他ハン"
"1114","穀物"
"111401","米"
"111405","包装餅"
"111497","その他穀物"
"1115","加工肉類"
"111501","畜肉ハム"
"111503","畜肉ソーセーシ"
"111505","魚肉ハム"
"111507","魚肉ソーセーシ"
"111509","焼き豚"
"111511","ヘーコン"
"111597","その他加工肉類"
"1116","練り製品"
"111601","蒲鉾"
"111603","竹輪"
"111605","はんへん"
"111607","揚け物"
"111697","その他練り製品"
"1117","漬物・佃煮"
"111701","漬物"
"111703","佃煮"
"111705","いりぬか・漬け物の素"
"111797","その他漬物・佃煮"
"1118","水物"
"111801","豆腐"
"111803","コンニャク"
"111805","油揚け"
"111807","納豆"
"111897","その他水物"
"1119","惣菜類"
"111901","サラタ"
"111903","煮豆"
"111905","和惣菜"
"111907","中華惣菜"
"111909","洋惣菜"
"111997","その他惣菜"
"1120","農産乾物"
"112001","コマ"
"112003","干し椎茸"
"112005","豆類"
"112097","その他農産乾物"
"1121","加工水産"
"112101","のり"
"112105","わかめ"
"112107","昆布"
"112109","その他海藻類"
"112111","削り節・かつお節"
"112113","煮干"
"112197","その他加工水産"
"1197","その他加工食品"
"119701","農産加工品"
"119703","水産加工品"
"119705","畜産加工品"
"119797","その他加工食品"
"12","生鮮食品"
"1201","水産"
"120197","その他水産"
"1202","畜産"
"120297","その他畜産"
"1203","農産"
"120397","その他農産"
"1297","その他生鮮食品"
"129797","その他生鮮食品"
"13","菓子類"
"1301","菓子"
"130121","キャンティ・キャラメル"
"130123","チョコレ-ト"
"130125","チュ-インカム"
"130127","ヒスケット・クッキ-"
"130129","米菓"
"130131","スナック"
"130133","豆菓子"
"130135","玩具菓子"
"130137","生菓子"
"130139","半生菓子"
"130141","焼菓子・油菓子"
"130143","菓子セット"
"130198","その他菓子"
"1302","テサート・ヨークルト"
"130203","テサート類"
"130205","ヨークルト"
"130297","その他テサート・ヨークルト"
"1303","珍味"
"130301","農産珍味"
"130303","水産珍味"
"130305","畜産珍味"
"130397","その他珍味"
"1304","アイスクリーム類"
"130401","フレミアムアイス"
"130403","ファミリーアイス"
"130497","ハーソナルアイスその他"
"1397","その他菓子類"
"139797","その他菓子類"
"14","飲料・酒類"
"1401","嗜好飲料"
"140101","インスタントコーヒー"
"140103","レキュラーコーヒー"
"140105","ココア"
"140107","紅茶"
"140109","日本茶"
"140111","麦茶"
"140113","中国茶"
"140115","その他の茶類"
"140197","その他嗜好飲料"
"1402","果実飲料"
"140201","果汁100%飲料"
"140203","果汁飲料"
"140205","果肉飲料"
"140209","野菜シュース"
"140211","トマトシュース"
"140297","その他果実飲料"
"1403","清涼飲料"
"140301","コーラ"
"140305","炭酸フレーハー"
"140307","コーヒートリンク"
"140309","ココアトリンク"
"140311","紅茶トリンク"
"140313","日本茶・麦茶トリンク"
"140315","中国茶トリンク"
"140316","その他茶トリンク"
"140317","水"
"140321","炭酸水"
"140323","スホーツトリンク"
"140325","栄養トリンク"
"140327","ヒネカートリンク"
"140397","その他清涼飲料"
"1404","乳飲料"
"140401","牛乳"
"140403","豆乳"
"140405","乳酸飲料"
"140407","乳酸菌飲料"
"140497","その他乳飲料"
"1406","アルコール飲料"
"140601","清酒"
"140611","合成清酒"
"140621","焼酎(甲類)"
"140623","焼酎(乙類)"
"140631","みりん"
"140641","ヒール"
"140651","果実酒"
"140653","甘味果実酒"
"140661","ウイスキー"
"140663","フランテー"
"140671","スヒリッツ"
"140681","リキュール類"
"140691","発泡酒"
"140693","粉末酒"
"140695","その他雑酒"
"140697","その他アルコール飲料"
"1407","酒類を含むセット商品"
"140701","酒類を含むセット商品"
"140797","酒類を含むセット商品一般"
"1497","その他飲料・酒類"
"149797","その他飲料・酒類"
"19","その他食品"
"1901","乳幼児食品"
"190101","育児用ミルク"
"190103","ヘヒーフート"
"190197","その他乳幼児食品"
"1902","健康食品"
"190201","健康食品"
"190203","妊産婦用食品"
"190297","その他健康食品"
"1903","食品贈答品"
"190301","食品贈答品"
"190397","その他食品贈答品"
"1997","その他食品"
"199701","たはこ"
"199797","その他食品"
"2","日用品"
"21","日用雑貨"
"2121","口中衛生用品"
"212101","歯磨き"
"212103","歯フラシ"
"212105","洗口液"
"212107","口中清涼剤"
"212109","テンタル用品"
"212111","義歯用品"
"212197","その他口中衛生用品"
"2122","石鹸類"
"212201","化粧石鹸"
"212203","ハントソーフ"
"212205","ホティシャンフー・リンス"
"212207","入浴剤"
"212297","その他石鹸類"
"2123","衛生紙用品・用具"
"212301","ティッシュヘーハー"
"212303","ヘーハーハントタオル・用具"
"212305","ウェットティッシュ"
"212307","トイレットヘーハー"
"212309","京花紙・ちり紙"
"212311","生理用品・用具"
"212313","軽失禁用品・用具"
"212397","その他衛生紙用品・用具"
"2124","介護用品・用具"
"212401","大人用オムツ"
"212403","大人用衛生用品"
"212497","その他介護用品・用具"
"2125","育児用品・用具"
"212501","ヘヒー用オムツ"
"212505","ヘヒー用スキンケア"
"212507","ヘヒー用衛生用品・用具"
"212511","ヘヒー用ヘルスケア"
"212513","授乳用品・用具"
"212597","その他育児用品・用具"
"2126","衛生医療用品・用具"
"212601","綿棒"
"212603","包帯"
"212605","カーセ"
"212607","脱脂綿"
"212609","救急絆創膏"
"212611","固定テーフ・巻絆創膏"
"212615","サホーター"
"212617","マスク"
"212619","避妊用品"
"212621","飲薬補助用品・用具"
"212623","コンタクトレンス用剤・用具"
"212625","目・鼻・耳ケア用品・用具"
"212627","フットケア用品・用具"
"212629","ハサミ・ヒンセット"
"212631","体温計"
"212633","血圧計"
"212635","ヘルスメーター"
"212637","肩こり・腰痛ケア用品・用具"
"212639","使い捨てカイロ"
"212641","熱冷却用品・用具"
"212697","その他衛生医療用品・用具"
"2127","衣料用洗剤類"
"212701","衣料用合成洗剤"
"212703","洗濯用石鹸"
"212705","ライト系洗剤"
"212707","漂白剤"
"212709","柔軟剤"
"212711","仕上け剤"
"212713","衣料用処理剤"
"212715","染料"
"212797","その他衣料用洗剤類"
"2128","台所・食器用洗剤類"
"212801","台所用洗剤"
"212803","台所用クレンサー"
"212805","台所用漂白剤"
"212807","廃油処理剤"
"212809","台所用除菌・消臭剤"
"212897","その他台所・食器用洗剤類"
"2129","住居用洗剤類"
"212901","住居用洗剤"
"212903","トイレ用洗剤"
"212905","ハス用洗剤"
"212907","カラス用洗剤"
"212909","畳・カーヘットクリーナー"
"212911","ハイフ・風呂釜クリーナー"
"212913","カヒ防止剤・カヒ取り剤"
"212915","換気扇・レンシクリーナー"
"212917","使い捨て紙クリーナー類"
"212919","電気製品用クリーナー"
"212997","その他住居用洗剤類"
"2130","家庭用つや出し・ワックス剤"
"213001","住居用ワックス"
"213003","靴墨・靴用クリーム"
"213097","その他家庭用つや出し・ワックス剤"
"2131","芳香・消臭剤"
"213101","トイレ用芳香・消臭・防臭剤"
"213103","室内用芳香・消臭・防臭剤"
"213105","水洗トイレ用タンククリーナー"
"213107","脱臭剤"
"213197","その他芳香・消臭剤"
"2132","防虫・除湿・乾燥剤"
"213201","防虫剤"
"213203","除湿・乾燥剤"
"213297","その他防虫・除湿・乾燥剤"
"2133","殺虫剤"
"213301","殺虫剤"
"213303","蚊取り線香"
"213305","蚊取りマット・リキット"
"213307","電子蚊取り器"
"213309","コキフリ捕獲器"
"213311","虫よけ剤・虫よけ器"
"213397","その他殺虫剤"
"2198","その他日用雑貨"
"219801","浄水剤"
"219897","その他日用雑貨"
"22","OTC医薬品類"
"2211","精神神経用薬"
"221101","解熱鎮痛薬"
"221103","かせ薬"
"221105","鎮静薬・催眠鎮静薬"
"221107","眠気防止剤"
"221109","小児鎮静薬(小児五疳薬)"
"221111","睡眠改善薬"
"221197","その他の精神神経用薬"
"2212","呼吸器官用薬"
"221201","鎮咳去たん薬"
"221203","うかい薬"
"221297","その他の呼吸器官用薬"
"2213","循環器官用薬"
"221301","強心薬"
"221303","高コレステロール低下薬"
"221305","貧血用薬"
"221397","その他の循環器官用薬"
"2214","消化器官用薬"
"221401","胃腸薬"
"221403","整腸薬"
"221405","止しゃ薬(下痢止め)"
"221407","胃腸鎮痛鎮痙薬"
"221409","浣腸薬"
"221411","便秘薬"
"221413","駆虫薬"
"221497","その他の消化器官用薬"
"2215","アレルキー用薬"
"221501","内服アレルキー用薬"
"221597","その他のアレルキー用薬"
"2216","感覚器官用薬"
"221601","目薬"
"221603","鼻炎用薬"
"221605","乗物酔い薬"
"221697","その他の感覚器官用薬"
"2217","歯科口腔用薬"
"221701","口腔咽喉薬"
"221703","口内炎用薬"
"221705","歯痛・歯槽膿漏薬"
"221797","その他の歯科口腔用薬"
"2218","肛門用薬"
"221801","痔疾用薬"
"221897","その他の肛門用薬"
"2219","外皮用薬"
"221901","外用殺菌消毒薬"
"221903","化膿性皮膚疾患用薬"
"221905","にきひ治療薬"
"221907","外用鎮痛・消炎薬(貼付・塗布薬)"
"221909","外用湿疹・皮膚炎用薬"
"221911","かゆみ・虫さされ用薬"
"221913","しもやけ・あかきれ用薬"
"221915","水虫・たむし用薬"
"221917","皮膚軟化薬(乾燥性皮膚用薬)"
"221919","うおのめ・たこ・いほ用薬"
"221921","発毛・養毛薬"
"221923","シラミ駆除用薬"
"221925","絆創膏"
"221997","その他の外皮用薬"
"2220","女性用薬"
"222001","女性用保健薬"
"222003","避妊薬"
"222005","膣カンジタ用薬"
"222097","その他の女性用薬"
"2221","トリンク剤"
"222101","トリンク剤"
"222103","ミニトリンク剤"
"222197","その他のトリンク剤"
"2222","ヒタミン主薬製剤"
"222201","ヒタミンA主薬製剤"
"222203","ヒタミンD主薬製剤"
"222205","ヒタミンE主薬製剤"
"222207","ヒタミンB1主薬製剤"
"222209","ヒタミンB2主薬製剤"
"222211","ヒタミンB6主薬製剤"
"222213","ヒタミンB12主薬製剤"
"222215","ヒタミンC主薬製剤"
"222217","ヒタミンAD主薬製剤"
"222219","ヒタミンB2B6主薬製剤"
"222221","ヒタミンEC主薬製剤"
"222223","ヒタミンB1B6B12主薬製剤"
"222297","その他のヒタミン主薬製剤"
"2223","ヒタミン含有保健薬"
"222301","ヒタミン含有保健薬"
"222397","その他のヒタミン含有保健薬"
"2224","その他の保健薬"
"222401","カルシウム主薬製剤"
"222403","生薬主薬保健薬"
"222405","薬用酒"
"222497","その他の保健薬"
"2225","禁煙補助薬"
"222501","禁煙補助薬"
"2226","漢方薬・生薬製剤"
"222601","漢方薬1(あ行)"
"222602","漢方薬2(か行)"
"222603","漢方薬3(さ行)"
"222604","漢方薬4(た行)"
"222605","漢方薬5(な行)"
"222606","漢方薬6(は行)"
"222607","漢方薬7(ま行)"
"222608","漢方薬8(や~ら行)"
"222609","生薬製剤"
"222697","その他の漢方薬・生薬製剤"
"2227","公衆衛生用薬"
"222701","殺虫薬"
"222703","虫よけ薬"
"222797","その他の公衆衛生用薬"
"2228","一般用検査薬"
"222801","一般用検査薬"
"2239","その他のOTC医薬品"
"223997","その他のOTC医薬品"
"2241","かせ関連(指定医薬部外品)"
"224101","鼻つまり改善(指定医薬部外品)"
"224103","のと清涼(指定医薬部外品)"
"224105","うかい(指定医薬部外品)"
"2242","胃腸関連(指定医薬部外品)"
"224201","健胃・消化(指定医薬部外品)"
"224203","整腸(指定医薬部外品)"
"224205","便秘(指定医薬部外品)"
"2243","目・鼻・口・のと関連(指定医薬部外品)"
"224301","コンタクトレンス装着(指定医薬部外品)"
"224303","いひき防止(指定医薬部外品)"
"224305","口・のと(指定医薬部外品)"
"2244","皮ふ関連(指定医薬部外品)"
"224401","殺菌消毒(指定医薬部外品)"
"224403","あせも・たたれ(指定医薬部外品)"
"224405","ひひ・しもやけ・あかきれ(指定医薬部外品"
"224407","かさつき・あれ(指定医薬部外品)"
"224409","うおのめ・たこ(指定医薬部外品)"
"2245","滋養強壮関連(指定医薬部外品)"
"224501","トリンク剤(指定医薬部外品)"
"224503","ミニトリンク剤(指定医薬部外品)"
"224505","ヒタミンE(指定医薬部外品)"
"224507","ヒタミンC(指定医薬部外品)"
"224509","ヒタミンEC(指定医薬部外品)"
"224511","ヒタミン含有の滋養強壮(指定医薬部外品)"
"224513","カルシウム(指定医薬部外品)"
"224515","生薬主薬保健薬(指定医薬部外品)"
"2261","処方せん医薬品"
"226101","処方せん医薬品"
"2262","処方せん医薬品以外の医療用医薬品"
"226201","処方せん医薬品以外の医療用医薬品"
"2263","局方品"
"226301","局方品"
"2298","その他の医薬品"
"229897","その他の医薬品"
"23","化粧品"
"2321","基礎化粧品"
"232101","マッサーシ・コールトクリーム"
"232103","メイク落とし"
"232105","洗顔料"
"232107","化粧水"
"232109","乳液"
"232111","美容液"
"232113","ハック"
"232115","フェイスクリーム"
"232197","その他基礎化粧品"
"2322","メイクアッフ化粧品"
"232201","化粧下地"
"232203","コンシーラ"
"232205","ファンテーション"
"232207","フェイスハウター"
"232209","アイカラー"
"232211","アイライナー"
"232213","マスカラ"
"232215","アイフロウ"
"232217","チークカラー"
"232219","リッフカラー"
"232221","ネイルカラー"
"232297","その他メイクアッフ化粧品"
"2323","ホティケア化粧品"
"232301","ホティローション・クリーム"
"232303","リッフクリーム"
"232305","ハントクリーム"
"232307","UVケア"
"232309","むた毛処理剤"
"232311","レック・フットケア"
"232313","制汗防臭剤"
"232397","その他ホティケア化粧品"
"2324","フレクランス"
"232401","香水"
"232403","トワレ"
"232405","コロン"
"232497","その他フレクランス"
"2325","インハスヘアケア"
"232501","シャンフー"
"232503","ヘアリンス・コンティショナー"
"232505","ヘアトリートメント・ハック"
"232597","その他インハスヘアケア"
"2326","ヘアメイク"
"232605","フロー・スタイリンク剤"
"232607","ヘアスフレー・ヘアクロス"
"232609","女性用ヘアトニック"
"232611","女性用育毛・養毛剤"
"232613","ハーマ剤"
"232697","その他ヘアメイク"
"2327","ヘアカラー"
"232701","黒髪用カラーリンク剤"
"232703","白髪用カラーリンク剤"
"232797","その他ヘアカラー"
"2328","男性化粧品"
"232801","フレシェーフ・シェーヒンク剤"
"232803","男性用洗顔料・ハック"
"232805","男性用スキンローション"
"232807","男性用スキンクリーム・ミルク"
"232809","男性用メイクアッフ"
"232811","男性用ヘアトニック"
"232813","男性用育毛・養毛剤"
"232815","男性用フロー・スタイリンク剤"
"232817","男性用ヘアスフレー・ヘアクロス"
"232821","男性黒髪用カラーリンク剤"
"232823","男性白髪用カラーリンク剤"
"232825","男性用制汗防臭剤"
"232827","男性用フレクランス"
"232897","その他男性化粧品"
"2329","化粧小物"
"232901","カミソリ"
"232903","ヘア用化粧用具"
"232905","フェイス用化粧用具"
"232907","ネイル用化粧用具"
"232909","ホティ用化粧用具"
"232997","その他化粧小物"
"2398","その他化粧品"
"239897","その他化粧品"
"24","家庭用品"
"2401","食品包装"
"240101","ラッヒンクフィルム"
"240103","アルミホイル"
"240197","その他食品包装"
"2402","掃除用品"
"240201","コミ袋"
"240203","ほうき・はたき類"
"240205","ちり取り"
"240207","掃除用フラシ"
"240209","モッフ・雑巾"
"240211","ハケツ・ヘール"
"240213","屑入れ"
"240297","その他掃除用品"
"2403","洗濯・物干し用品"
"240301","洗濯用品"
"240303","物干し用品"
"240305","洗濯仕上け用品"
"240397","その他洗濯・物干し用品"
"2404","台所用品"
"240401","カスマット類"
"240403","ふきん・鍋つかみ類"
"240405","たわし・スホンシ"
"240407","ヘーハーフィルター"
"240409","缶切り・栓抜き類"
"240411","流し用品"
"240413","キッチンヘーハー"
"240497","その他台所用品"
"2405","浴室・トイレ用品"
"240501","浴室用品"
"240503","洗面用品"
"240505","身体洗い用品"
"240507","トイレ用品"
"240597","その他浴室・トイレ用品"
"2406","食卓用品"
"240601","食品調味料容器"
"240603","卓上小物"
"240605","箸"
"240607","ナイフ・フォーク・スフーン"
"240609","碗"
"240611","皿"
"240613","鉢・丼"
"240615","コッフ・クラス"
"240617","湯呑・急須"
"240619","土瓶・鉄瓶"
"240621","徳利・盃"
"240623","簡易食器"
"240625","弁当箱・ウェア"
"240627","魔法瓶・シャー"
"240697","その他食卓用品"
"2407","調理用品"
"240701","鍋・釜類"
"240703","やかん類"
"240705","フライハン類"
"240707","調理器物"
"240709","製菓用品"
"240797","その他調理器具"
"2408","リヒンク用品"
"240801","シート類"
"240803","壁紙・障子紙"
"240805","ハンカーホート・フック"
"240807","ハンカー"
"240809","リヒンク用テーフ類"
"240811","簡易収納ケース"
"240813","テーフルクロス"
"240897","その他リヒンク用品"
"2497","その他家庭用品"
"249701","線香"
"249703","ローソク"
"249705","かいろ・湯たんほ"
"249707","マッチ"
"249709","ライター"
"249711","喫煙用具"
"249713","荷造り用品"
"249715","家庭用手袋"
"249717","裁縫・手芸用品"
"249719","靴関連用品"
"249797","その他家庭用品"
"25","DIY用品"
"2501","建築・塗装用具"
"250101","大工用品"
"250103","電動工具"
"250105","塗装用具"
"250197","その他建築・塗装用具"
"2502","建築・塗装材料"
"250201","建築・金具"
"250203","木材"
"250205","基礎材"
"250207","塗装材料"
"250209","接着剤"
"250211","補修用品"
"250297","その他建築・塗装材料"
"2503","カス・水道部品"
"250301","カス部品"
"250303","水道部品"
"250397","その他カス・水道部品"
"2504","園芸用品"
"250401","園芸用殺虫剤"
"250403","肥料"
"250405","用土"
"250407","種・球根類"
"250409","鉢・フラワースタント類"
"250411","園芸用具"
"250413","生花用品"
"250497","その他園芸用品"
"2597","その他DIY用品"
"259797","その他DIY用品"
"26","ヘット用品"
"2621","犬"
"262101","犬フート"
"262103","犬用品・用具"
"262105","犬用医薬品"
"262107","犬生体"
"262197","その他犬関連品"
"2622","猫"
"262201","猫フート"
"262203","猫用品・用具"
"262205","猫用医薬品"
"262207","猫生体"
"262297","その他猫関連品"
"2623","観賞魚"
"262301","観賞魚フート"
"262303","観賞魚用品・用具"
"262305","観賞魚医薬品"
"262307","観賞魚生体"
"262397","その他観賞魚関連品"
"2624","小鳥"
"262401","小鳥フート"
"262403","小鳥用品・用具"
"262405","小鳥医薬品"
"262407","小鳥生体"
"262497","その他小鳥関連品"
"2625","小動物"
"262501","小動物フート"
"262503","小動物用品・用具"
"262505","小動物用医薬品"
"262507","小動物生体"
"262597","その他小動物関連品"
"2626","昆虫"
"262601","昆虫フート"
"262603","昆虫用品・用具"
"262605","昆虫用医薬品"
"262607","昆虫生体"
"262697","その他昆虫関連品"
"2627","爬虫類・両生類"
"262701","爬虫類・両生類フート"
"262703","爬虫類・両生類用品・用具"
"262705","爬虫類・両生類医薬品"
"262707","爬虫類・両生類生体"
"262797","その他爬虫類・両生類関連品"
"2698","その他のヘット"
"269801","その他ヘットフート"
"269803","その他ヘット用品・用具"
"269805","その他ヘット医薬品"
"269807","その他ヘット生体"
"269897","その他ヘット関連品"
"29","その他日用品"
"2901","日用贈答品"
"290101","日用贈答品"
"290197","その他日用贈答品"
"2903","フィルム"
"290301","写真用フィルム"
"290303","8ミリフィルム"
"290397","その他フィルム"
"2904","オーティオ・ヒテオテ-フ"
"290401","カセットテーフ"
"290403","オーフンリールテーフ"
"290405","ヒテオテーフ"
"290497","その他オーティオ・ヒテオテーフ"
"290499","オーティオ・ヒテオテーフ"
"2997","その他日用品"
"299797","その他日用品"
"3","文化用品"
"31","文具・事務用品・情報文具"
"3101","情報整理用品"
"310101","OAスタント"
"310103","カートケース・ホックス"
"310197","情報整理用品一般"
"3102","ファイル・ハインター"
"310201","ファイル"
"310203","ホックスファイル"
"310205","フォルター"
"310207","用箋挟み"
"310209","ハインター"
"310297","ファイル・ハインター、一般"
"3103","事務用品"
"310301","印章・印字用品"
"310303","ファスナー"
"310305","クリッフ"
"310307","画鋲・ヒン"
"310309","コムハント"
"310311","カッターナイフ"
"310313","はさみ"
"310315","粘着テーフ"
"310317","糊つきメモ"
"310319","接着剤"
"310397","事務用品一般"
"3104","筆記用具"
"310401","鉛筆"
"310403","シャーフヘンシル"
"310405","ホールヘン"
"310407","マーキンクヘン"
"310409","万年筆"
"310411","消しコム"
"310413","修正液"
"310415","筆ヘン"
"310497","筆記用具一般"
"3105","紙製品"
"310501","ノート"
"310503","手帳"
"310505","カート"
"310507","便箋"
"310509","封筒"
"310511","保存袋、手提袋"
"310513","事務用紙製品"
"310515","届け出用紙"
"310597","紙製品一般"
"3106","日用紙製品"
"310601","アルハム"
"310603","礼式用品"
"310605","一般紙製品"
"310607","輸入紙製品"
"310609","はかき"
"310611","和本"
"310613","包装用品"
"310697","日用紙製品一般"
"3107","教育関連用品"
"310701","絵画用品"
"310703","書道用品"
"310705","彫刻用品"
"310707","そろはん"
"310709","鉛筆削り"
"310711","筆入れ"
"310713","定規・コンハス"
"310715","学童用品・教材教具"
"310717","地球儀類"
"310719","光学用品"
"310797","教育関連用品一般"
"3108","電子文具"
"310801","電卓"
"310803","電子手帳"
"310805","電子黒板"
"310897","電子文具一般"
"3109","事務用機器"
"310901","チェックライター"
"310903","ハンチ"
"310905","ホチキス"
"310907","裁断器"
"310997","事務用機器一般"
"3110","事務機械"
"311001","ワートフロセッサ"
"311003","複写機"
"311005","タイムレコーター"
"311007","ファクシミリ・電話"
"311009","レシスター"
"311011","ハソコン"
"311013","印刷機"
"311015","シュレッター"
"311017","ラミネーター"
"311019","オーハーヘットフロシェクター"
"311021","製本機"
"311097","事務機械一般"
"3111","OAサフライス"
"311101","テータファイル・ハインター"
"311103","フロッヒーティスク"
"311105","OA用紙"
"311107","OAリホン"
"311109","ラミネート用品"
"311111","OHP用品"
"311197","OAサフライス一般"
"3112","設計製図用品"
"311201","製図機械"
"311203","製図ヘン"
"311205","製図用定規・コンハス"
"311297","設計製図用品一般"
"3113","テサイン画材用品"
"311301","レタリンクシート"
"311397","テサイン画材用品一般"
"3115","オフィス家具"
"311501","机・テーフル"
"311503","椅子"
"311505","収納家具・ロッカー"
"311507","金庫"
"311509","物品棚"
"311511","オフィスアクセサリー"
"311513","黒板・ホワイトホート"
"311515","応接セット"
"311597","オフィス家具一般"
"3116","携帯文具"
"311601","袋ものカハン"
"311603","ハスケース"
"311605","名刺入れ"
"311697","携帯文具一般"
"3117","文具、事務用品贈答品"
"311797","文具、事務用品贈答品一般"
"3118","文具関連電気用品"
"311801","電池"
"311803","カセット"
"311805","ヒテオテーフ"
"311897","文具関連電気用品一般"
"3197","一般文具・事務用品・情報文具"
"319797","その他一般文具・事務用品・情報文具"
"32","玩具"
"3201","一般ケーム"
"320101","盤ケーム"
"320103","アクションケーム"
"320105","ミニケーム"
"320107","ショークケーム"
"320111","シミュレーションケーム"
"320113","カートケーム"
"320115","古典ケーム"
"320117","手品"
"320119","ショークトーイ"
"320121","その他アタルトケーム"
"320197","一般ケームその他"
"3202","ハスル"
"320201","ハスル"
"320203","シクソーハスル"
"320297","その他ハスル"
"3203","電子ケーム"
"320301","電子ケーム"
"320397","電子ケームその他"
"3204","テレヒケーム・ハソコン"
"320401","テレヒケーム・ハソコン本体"
"320403","テレヒケーム・ハソコンソフト"
"320497","その他テレヒケーム・ハソコン"
"3205","男児キャラクター"
"320501","オリシナル男児キャラクター"
"320503","マスコミ男児キャラクター"
"320597","その他男児キャラクター"
"3206","アクショントーイ"
"320601","フリクションアクショントーイ"
"320603","ハッテリーアクショントーイ"
"320605","センマイアクショントーイ"
"320697","その他アクショントーイ"
"3207","ミニカー"
"320701","ミニカー"
"320703","ミニカー用品"
"320705","アクションミニカー"
"320797","その他ミニカー"
"3208","レールトーイ"
"320801","レールトーイ"
"320897","その他レールトーイ"
"3209","コントロール・サイエンストーイ"
"320901","トイラシオコントロール"
"320903","リモートコントロール"
"320905","レーシンク"
"320909","ハイテックロホ"
"320911","サイエンスホヒー"
"320997","その他コントロール・サイエンストーイ"
"3210","きせかえ"
"321001","人形"
"321003","ハウス・家具"
"321005","きせかえ用品"
"321097","その他 きせかえ"
"3211","ままこと"
"321101","ままこと"
"321197","その他 ままこと"
"3212","女児ホヒー"
"321201","女児ホヒー"
"321203","女児コレクションホヒー"
"321207","音楽"
"321297","その他女児ホヒー"
"3213","トイトール"
"321301","抱き人形"
"321303","アクション人形"
"321305","ファッション人形"
"321397","その他トイトール"
"3214","知育・音楽玩具"
"321401","学習器"
"321403","フロック"
"321405","積木"
"321407","マイク・楽器"
"321409","工作"
"321411","幼児用ハスル"
"321497","その他知育"
"3215","保育玩具"
"321501","ハストーイ"
"321503","ヘヒートーイ"
"321505","ヘヒー用品"
"321597","その他保育玩具"
"3216","ファンシー"
"321601","リヒンク"
"321603","生活雑貨"
"321605","身辺雑貨"
"321607","フース"
"321609","ハーティー"
"321611","レシャー用品"
"321613","ステーショナリー"
"321697","その他ファンシー"
"3217","ぬいくるみ"
"321701","ぬいくるみ"
"321703","キャラクターぬいくるみ"
"321705","アクションぬいくるみ"
"321797","その他ぬいくるみ"
"3218","フラモテル"
"321801","フラモテル(陸)"
"321803","フラモテル(海)"
"321805","フラモテル(空)"
"321807","フラモテルキャラクター"
"321897","その他フラモテル"
"3219","ラシオコントロール"
"321901","電動ラシオコントロール"
"321903","エンシンラシオコントロール"
"321905","ラシオコントロール用品"
"321997","その他 ラシオコントロール"
"3220","鉄道模型"
"322001","Nケーシ"
